4.21112e+02	2.10556e-10	
1.08608e+03	5.43039e-10	
7.68997e+02	3.84498e-10	
7.18424e+02	3.59212e-10	
6.06786e+02	3.03393e-10	
5.76455e+02	2.88228e-10	
5.11524e+02	2.55762e-10	
4.83555e+02	2.41778e-10	
4.57050e+02	2.28525e-10	
4.16136e+02	2.08068e-10	
3.79564e+02	1.89782e-10	
3.48236e+02	1.74118e-10	
3.23892e+02	1.61946e-10	
3.11661e+02	1.55831e-10	
2.96652e+02	1.48326e-10	
2.78992e+02	1.39496e-10	
2.65218e+02	1.32609e-10	
2.72007e+02	1.36004e-10	
2.73429e+02	1.36715e-10	
2.59808e+02	1.29904e-10	
2.65267e+02	1.32633e-10	
2.55701e+02	1.27850e-10	
2.46095e+02	1.23047e-10	
2.40965e+02	1.20482e-10	
2.34815e+02	1.17407e-10	
2.29003e+02	1.14501e-10	
2.53346e+02	1.26673e-10	
2.47530e+02	1.23765e-10	
2.56001e+02	1.28001e-10	
2.50562e+02	1.25281e-10	
2.64869e+02	1.32434e-10	
2.59590e+02	1.29795e-10	
2.53661e+02	1.26831e-10	
2.49320e+02	1.24660e-10	
2.43107e+02	1.21554e-10	
2.43007e+02	1.21504e-10	
2.56830e+02	1.28415e-10	
2.55188e+02	1.27594e-10	
2.50672e+02	1.25336e-10	
3.06633e+02	1.53316e-10	
3.01933e+02	1.50966e-10	
2.98532e+02	1.49266e-10	
2.92301e+02	1.46151e-10	
2.87670e+02	1.43835e-10	
2.83461e+02	1.41731e-10	
2.77405e+02	1.38702e-10	
2.72960e+02	1.36480e-10	
2.67391e+02	1.33696e-10	
2.61946e+02	1.30973e-10	
2.57586e+02	1.28793e-10	
2.53036e+02	1.26518e-10	
2.48227e+02	1.24114e-10	
2.49166e+02	1.24583e-10	
2.45762e+02	1.22881e-10	
2.43163e+02	1.21582e-10	
2.38822e+02	1.19411e-10	
2.61261e+02	1.30630e-10	
2.75834e+02	1.37917e-10	
2.74517e+02	1.37258e-10	
2.70067e+02	1.35034e-10	
2.70454e+02	1.35227e-10	
2.66099e+02	1.33049e-10	
2.62518e+02	1.31259e-10	
2.58689e+02	1.29345e-10	
2.73453e+02	1.36727e-10	
2.69370e+02	1.34685e-10	
2.65916e+02	1.32958e-10	
2.63080e+02	1.31540e-10	
2.60676e+02	1.30338e-10	
2.58181e+02	1.29090e-10	
2.63785e+02	1.31893e-10	
2.64019e+02	1.32009e-10	
2.60494e+02	1.30247e-10	
2.56973e+02	1.28487e-10	
2.55190e+02	1.27595e-10	
2.52388e+02	1.26194e-10	
2.57454e+02	1.28727e-10	
2.59079e+02	1.29539e-10	
2.56789e+02	1.28395e-10	
2.83441e+02	1.41720e-10	
2.80664e+02	1.40332e-10	
2.87463e+02	1.43732e-10	
2.84015e+02	1.42008e-10	
2.87171e+02	1.43585e-10	
2.88536e+02	1.44268e-10	
2.87242e+02	1.43621e-10	
2.84914e+02	1.42457e-10	
2.82563e+02	1.41281e-10	
2.80188e+02	1.40094e-10	
2.79617e+02	1.39809e-10	
2.78012e+02	1.39006e-10	
2.78611e+02	1.39305e-10	
2.77976e+02	1.38988e-10	
2.75247e+02	1.37623e-10	
2.74268e+02	1.37134e-10	
2.71847e+02	1.35924e-10	
2.69130e+02	1.34565e-10	
2.66655e+02	1.33328e-10	
2.66991e+02	1.33495e-10	
2.67506e+02	1.33753e-10	
2.68590e+02	1.34295e-10	
2.72747e+02	1.36374e-10	
2.83338e+02	1.41669e-10	
2.81600e+02	1.40800e-10	
2.79059e+02	1.39529e-10	
2.76994e+02	1.38497e-10	
2.74508e+02	1.37254e-10	
2.78422e+02	1.39211e-10	
2.78970e+02	1.39485e-10	
2.77009e+02	1.38504e-10	
2.74732e+02	1.37366e-10	
2.72481e+02	1.36241e-10	
