7.37127e-02	3.68563e-08	
2.45127e+00	1.22564e-06	
7.57527e+00	3.78763e-06	
5.68145e+00	2.84072e-06	
9.36893e+00	4.68446e-06	
7.87621e+00	3.93810e-06	
1.58902e+01	7.94511e-06	
1.39281e+01	6.96405e-06	
1.54327e+01	7.71634e-06	
1.45420e+01	7.27100e-06	
2.14559e+01	1.07279e-05	
1.96749e+01	9.83745e-06	
1.81615e+01	9.08076e-06	
1.68652e+01	8.43261e-06	
1.57418e+01	7.87088e-06	
1.54301e+01	7.71505e-06	
1.78877e+01	8.94385e-06	
3.91559e+01	1.95780e-05	
3.70951e+01	1.85475e-05	
3.56969e+01	1.78484e-05	
3.41407e+01	1.70703e-05	
3.26493e+01	1.63247e-05	
4.00020e+01	2.00010e-05	
3.83668e+01	1.91834e-05	
3.68432e+01	1.84216e-05	
3.54368e+01	1.77184e-05	
3.71043e+01	1.85522e-05	
3.59830e+01	1.79915e-05	
3.49163e+01	1.74581e-05	
3.44090e+01	1.72045e-05	
3.43842e+01	1.71921e-05	
3.34745e+01	1.67373e-05	
3.40359e+01	1.70180e-05	
3.30360e+01	1.65180e-05	
3.97371e+01	1.98686e-05	
3.93087e+01	1.96544e-05	
3.87922e+01	1.93961e-05	
3.79553e+01	1.89776e-05	
3.69971e+01	1.84986e-05	
3.61052e+01	1.80526e-05	
3.58126e+01	1.79063e-05	
3.54034e+01	1.77017e-05	
3.53081e+01	1.76541e-05	
3.46902e+01	1.73451e-05	
3.40869e+01	1.70434e-05	
3.81282e+01	1.90641e-05	
3.73309e+01	1.86654e-05	
3.66153e+01	1.83076e-05	
3.70103e+01	1.85051e-05	
4.34813e+01	2.17406e-05	
4.32312e+01	2.16156e-05	
4.26470e+01	2.13235e-05	
4.22184e+01	2.11092e-05	
4.16925e+01	2.08462e-05	
4.12863e+01	2.06431e-05	
4.16497e+01	2.08248e-05	
4.13377e+01	2.06688e-05	
4.07872e+01	2.03936e-05	
4.00959e+01	2.00479e-05	
4.13399e+01	2.06700e-05	
4.07999e+01	2.03999e-05	
4.04720e+01	2.02360e-05	
4.02628e+01	2.01314e-05	
4.04244e+01	2.02122e-05	
3.99306e+01	1.99653e-05	
4.21230e+01	2.10615e-05	
4.15651e+01	2.07826e-05	
4.10446e+01	2.05223e-05	
4.04502e+01	2.02251e-05	
3.99153e+01	1.99577e-05	
3.93531e+01	1.96766e-05	
3.96883e+01	1.98441e-05	
3.96952e+01	1.98476e-05	
3.97696e+01	1.98848e-05	
3.92394e+01	1.96197e-05	
3.87401e+01	1.93701e-05	
3.82631e+01	1.91315e-05	
