9.39289e-01	4.69644e+06	
4.77994e-01	2.38997e+06	
5.91404e-01	2.95702e+06	
6.48109e-01	3.24055e+06	
1.78841e+00	8.94203e+06	
1.57453e+00	7.87263e+06	
1.66508e+00	8.32538e+06	
1.49034e+00	7.45169e+06	
1.35443e+00	6.77215e+06	
1.36969e+00	6.84846e+06	
1.63379e+00	8.16896e+06	
1.94850e+00	9.74251e+06	
1.80665e+00	9.03323e+06	
1.68833e+00	8.44167e+06	
1.58274e+00	7.91368e+06	
1.88066e+00	9.40332e+06	
1.77888e+00	8.89439e+06	
1.80274e+00	9.01369e+06	
1.71137e+00	8.55686e+06	
1.65586e+00	8.27931e+06	
1.62174e+00	8.10869e+06	
1.65732e+00	8.28661e+06	
1.68981e+00	8.44906e+06	
1.65350e+00	8.26748e+06	
1.66100e+00	8.30498e+06	
1.86702e+00	9.33508e+06	
1.89450e+00	9.47251e+06	
2.31125e+00	1.15562e+07	
2.30122e+00	1.15061e+07	
2.26960e+00	1.13480e+07	
2.21915e+00	1.10957e+07	
2.19689e+00	1.09845e+07	
2.13083e+00	1.06541e+07	
2.10794e+00	1.05397e+07	
2.05737e+00	1.02869e+07	
2.06701e+00	1.03351e+07	
2.09340e+00	1.04670e+07	
2.04721e+00	1.02360e+07	
2.00542e+00	1.00271e+07	
1.98200e+00	9.91002e+06	
1.93733e+00	9.68664e+06	
2.12021e+00	1.06010e+07	
2.12682e+00	1.06341e+07	
2.07848e+00	1.03924e+07	
2.03462e+00	1.01731e+07	
2.00572e+00	1.00286e+07	
2.04840e+00	1.02420e+07	
2.06009e+00	1.03004e+07	
2.07564e+00	1.03782e+07	
2.16112e+00	1.08056e+07	
2.12537e+00	1.06269e+07	
2.08739e+00	1.04369e+07	
2.06817e+00	1.03408e+07	
2.02995e+00	1.01497e+07	
2.10264e+00	1.05132e+07	
2.07255e+00	1.03627e+07	
2.14758e+00	1.07379e+07	
2.11056e+00	1.05528e+07	
2.08052e+00	1.04026e+07	
2.07096e+00	1.03548e+07	
2.03708e+00	1.01854e+07	
2.08670e+00	1.04335e+07	
2.07054e+00	1.03527e+07	
2.04921e+00	1.02461e+07	
2.02694e+00	1.01347e+07	
2.04234e+00	1.02117e+07	
2.01341e+00	1.00671e+07	
1.99418e+00	9.97089e+06	
1.97260e+00	9.86298e+06	
2.01336e+00	1.00668e+07	
1.98594e+00	9.92971e+06	
1.95929e+00	9.79643e+06	
1.97728e+00	9.88641e+06	
1.96162e+00	9.80809e+06	
1.97604e+00	9.88020e+06	
2.00629e+00	1.00314e+07	
1.98045e+00	9.90224e+06	
1.96153e+00	9.80767e+06	
1.97523e+00	9.87614e+06	
1.95184e+00	9.75921e+06	
1.92960e+00	9.64800e+06	
1.97576e+00	9.87882e+06	
1.96182e+00	9.80909e+06	
2.02613e+00	1.01307e+07	
2.00308e+00	1.00154e+07	
2.01517e+00	1.00759e+07	
2.00012e+00	1.00006e+07	
2.00704e+00	1.00352e+07	
1.99368e+00	9.96842e+06	
1.97380e+00	9.86902e+06	
2.02551e+00	1.01276e+07	
2.00368e+00	1.00184e+07	
1.98972e+00	9.94860e+06	
